date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:51:19	14445/14445	---M--	200	added ('OK')	text/html	etag:%22e30a1-386d-4d08739385c80%22	http://cse.csusb.edu/dick/cs375/13.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/13.html	(from )
08:51:20	18816/18816	---M--	200	added ('OK')	text/html	etag:%22e31d7-4980-4b64242397080%22	http://cse.csusb.edu/dick/cs375/14.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/14.html	(from )
08:51:21	14759/14759	---M--	200	added ('OK')	text/html	etag:%22e2f7d-39a7-4d4eb3a0a4fc0%22	http://cse.csusb.edu/dick/cs375/09.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/09.html	(from )
08:51:21	9066/9066	---M--	200	added ('OK')	text/html	etag:%22e2f0d-236a-4b6424248b2c0%22	http://cse.csusb.edu/dick/cs375/w1.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/w1.html	(from )
08:51:22	17909/17909	---M--	200	added ('OK')	text/html	etag:%22e321c-45f5-4b642422a2e40%22	http://cse.csusb.edu/dick/cs375/05.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/05.html	(from )
08:51:22	16330/16330	---M--	200	added ('OK')	text/html	etag:%22e31c4-3fca-4d09ae5d00980%22	http://cse.csusb.edu/dick/cs375/syllabus.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/syllabus.html	(from )
08:51:23	11138/11138	---M--	200	added ('OK')	text/html	etag:%22e30f6-2b82-4d08739479ec0%22	http://cse.csusb.edu/dick/cs375/schedule.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/schedule.html	(from )
08:51:23	7603/7603	---M--	200	added ('OK')	text/html	etag:%22e30dc-1db3-49e24c458ae40%22	http://cse.csusb.edu/dick/cs375/mock.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/mock.html	(from )
08:51:24	8435/8435	---M--	200	added ('OK')	text/html	etag:%22e315e-20f3-481dbcd3d2500%22	http://cse.csusb.edu/dick/cs375/mock2010.htm	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/mock2010.htm	(from )
08:51:25	3448/3448	---M--	200	added ('OK')	image/gif	etag:%22e31ac-d78-46918a159ef80%22	http://cse.csusb.edu/dick/cs375/02DiceGameClasses.gif	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/02DiceGameClasses.gif	(from )
08:51:25	47189/47189	---M--	200	added ('OK')	text/html	etag:%22e32ee-b855-400bd9e26bb40%22	http://cse.csusb.edu/dick/cs375/uml.glossary.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/uml.glossary.html	(from )
08:51:27	53820/53820	---M--	200	added ('OK')	text/html	etag:%22e300b-d23c-4d7497f0a6bdd%22	http://cse.csusb.edu/dick/cs375/patterns.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/patterns.html	(from )
08:51:28	871/871	---M--	200	added ('OK')	text/html	etag:%22e32ca-367-4074669254d00%22	http://cse.csusb.edu/dick/cs375/grading/	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/grading/index.html	(from http://cse.csusb.edu/dick/cs375/)
08:51:28	2062/2062	---M--	200	added ('OK')	text/plain	etag:%22e30b4-80e-4b6424248b2c0%22	http://cse.csusb.edu/dick/cs375/w7.txt	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/w7.txt	(from http://cse.csusb.edu/dick/cs375/)
08:51:28	4675/4675	---M--	200	added ('OK')	image/gif	etag:%22e3125-1243-47435482f7100%22	http://cse.csusb.edu/dick/cs375/02DiceGameSSD.gif	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/02DiceGameSSD.gif	(from )
08:51:28	39043/39043	---M--	200	added ('OK')	application/pdf	etag:%22e30ed-9883-4484168226000%22	http://cse.csusb.edu/dick/cs375/mock.pdf	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/mock.pdf	(from )
08:51:29	10995/10995	---M--	200	added ('OK')	text/html	etag:%22e30ab-2af3-4b64242397080%22	http://cse.csusb.edu/dick/cs375/17dynamics.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/17dynamics.html	(from http://cse.csusb.edu/dick/cs375/)
08:51:29	13711/13711	---M--	200	added ('OK')	text/plain	etag:%22e2f51-358f-4c0b547058400%22	http://cse.csusb.edu/dick/cs375/17.txt	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/17.txt	(from http://cse.csusb.edu/dick/cs375/)
08:51:30	7560/7560	---M--	200	added ('OK')	text/html	etag:%22e2ffe-1d88-4b64242397080%22	http://cse.csusb.edu/dick/cs375/17exans.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/17exans.html	(from http://cse.csusb.edu/dick/cs375/)
08:51:30	8468/8468	---M--	200	added ('OK')	text/html	etag:%22e2f97-2114-4b64242397080%22	http://cse.csusb.edu/dick/cs375/16answer.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/16answer.html	(from http://cse.csusb.edu/dick/cs375/)
08:51:31	6231/6231	---M--	200	added ('OK')	image/png	etag:%22e3016-1857-4743547d3e380%22	http://cse.csusb.edu/dick/cs375/DynamicSymbols.png	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/DynamicSymbols.png	(from http://cse.csusb.edu/dick/cs375/)
08:51:31	1686/1686	---M--	200	added ('OK')	image/gif	etag:%22e32e6-696-4743547c4a140%22	http://cse.csusb.edu/dick/cs375/interface.gif	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/interface.gif	(from http://cse.csusb.edu/dick/cs375/)
08:51:31	1086/1086	---M--	200	added ('OK')	image/gif	etag:%22e2fd8-43e-4743547d3e380%22	http://cse.csusb.edu/dick/cs375/client.gif	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/client.gif	(from http://cse.csusb.edu/dick/cs375/)
08:51:31	7369/7369	---M--	200	added ('OK')	image/png	etag:%22e32a1-1cc9-46918a201c840%22	http://cse.csusb.edu/dick/cs375/UMLIcons.png	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/UMLIcons.png	(from http://cse.csusb.edu/dick/cs375/)
08:51:31	674/674	---M--	200	added ('OK')	text/plain	etag:%22e2f1e-2a2-49f682a2007c0%22	http://cse.csusb.edu/dick/cs375/fig25_25_1.cpp	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/fig25_25_1.cpp	(from http://cse.csusb.edu/dick/cs375/)
08:51:31	469/469	---M--	200	added ('OK')	text/plain	etag:%22e3232-1d5-46918a201c840%22	http://cse.csusb.edu/dick/cs375/test.fig25_25_1.cpp	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/test.fig25_25_1.cpp	(from http://cse.csusb.edu/dick/cs375/)
08:51:32	566/566	---M--	200	added ('OK')	text/plain	etag:%22e31a8-236-4ba9cc99cbec0%22	http://cse.csusb.edu/dick/cs375/testDiceGame3.cpp	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/testDiceGame3.cpp	(from http://cse.csusb.edu/dick/cs375/)
08:51:32	810/810	---M--	200	added ('OK')	text/plain	etag:%22e2f1a-32a-49f6823824e00%22	http://cse.csusb.edu/dick/cs375/DiceGame3.cpp	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/DiceGame3.cpp	(from http://cse.csusb.edu/dick/cs375/)
08:51:33	858/858	---M--	200	added ('OK')	text/plain	etag:%22e2ee1-35a-46918a201c840%22	http://cse.csusb.edu/dick/cs375/singleton.cpp	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/singleton.cpp	(from http://cse.csusb.edu/dick/cs375/)
08:51:34	1112/1112	---M--	200	added ('OK')	text/plain	etag:%22e30e1-458-46918a201c840%22	http://cse.csusb.edu/dick/cs375/test.singleton.cpp	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/test.singleton.cpp	(from http://cse.csusb.edu/dick/cs375/)
08:51:38	29742/29742	---M--	200	added ('OK')	image/png	etag:%22e32c0-742e-4bbeb37fed980%22	http://cse.csusb.edu/dick/cs375/Singleton.png	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/Singleton.png	(from http://cse.csusb.edu/dick/cs375/)
08:51:38	19429/19429	---M--	200	added ('OK')	application/pdf	etag:%22e30ac-4be5-4bbadef74fb00%22	http://cse.csusb.edu/dick/cs375/Singleton.pdf	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/Singleton.pdf	(from http://cse.csusb.edu/dick/cs375/)
08:51:39	1230/1230	---M--	200	added ('OK')	text/plain	etag:%22e31eb-4ce-4ba45f97bea00%22	http://cse.csusb.edu/dick/cs375/ID2Object.cpp	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/ID2Object.cpp	(from http://cse.csusb.edu/dick/cs375/)
08:51:40	9671/9671	---M--	200	added ('OK')	text/html	etag:%22e304e-25c7-4d7497f0d1782%22	http://cse.csusb.edu/dick/cs375/17x.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/17x.html	(from http://cse.csusb.edu/dick/cs375/)
08:51:40	10617/10617	---M--	200	added ('OK')	text/html	etag:%22e3253-2979-4b6424248b2c0%22	http://cse.csusb.edu/dick/cs375/w8.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/w8.html	(from http://cse.csusb.edu/dick/cs375/)
08:51:41	46817/46817	---M--	200	added ('OK')	text/html	etag:%22e320b-b6e1-4b64242397080%22	http://cse.csusb.edu/dick/cs375/17q.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/17q.html	(from http://cse.csusb.edu/dick/cs375/)
08:51:42	18106/18106	---M--	200	added ('OK')	text/html	etag:%22e2edd-46ba-4d75dacb38354%22	http://cse.csusb.edu/dick/cs375/18.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/18.html	(from http://cse.csusb.edu/dick/cs375/)
08:51:43	7964/7964	---M--	200	added ('OK')	text/html	etag:%22e3227-1f1c-4b64242397080%22	http://cse.csusb.edu/dick/cs375/17r.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/17r.html	(from http://cse.csusb.edu/dick/cs375/)
08:51:44	1785/1785	---M--	200	added ('OK')	text/plain	etag:%22e2f2f-6f9-4d6a8773622c4%22	http://cse.csusb.edu/dick/cs375/w6.txt	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/w6.txt	(from http://cse.csusb.edu/dick/cs375/)
08:51:44	4570/4570	---M--	200	added ('OK')	text/plain	etag:%22e2f2d-11da-4d6a8b7f4ef68%22	http://cse.csusb.edu/dick/cs375/15.txt	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/15.txt	(from http://cse.csusb.edu/dick/cs375/)
08:51:44	2486/2486	---M--	200	added ('OK')	image/gif	etag:%22e317f-9b6-46918a201c840%22	http://cse.csusb.edu/dick/cs375/uml.faces.gif	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/uml.faces.gif	(from http://cse.csusb.edu/dick/cs375/)
08:51:44	161570/161570	---M--	200	added ('OK')	image/gif	etag:%22e30fa-27722-474354801aa40%22	http://cse.csusb.edu/dick/cs375/17CoupleStateMachine.gif	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/17CoupleStateMachine.gif	(from http://cse.csusb.edu/dick/cs375/)
08:51:45	274/274	---M--	200	added ('OK')	text/plain	etag:%22e2f89-112-47d286aa1e000%22	http://cse.csusb.edu/dick/cs375/LoadedDie.cpp	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/LoadedDie.cpp	(from http://cse.csusb.edu/dick/cs375/)
08:51:45	6665/6665	---M--	200	added ('OK')	image/gif	etag:%22e314e-1a09-3f1e496626400%22	http://cse.csusb.edu/dick/cs375/17gen.gif	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/17gen.gif	(from http://cse.csusb.edu/dick/cs375/)
08:51:45	425/425	---M--	200	added ('OK')	text/plain	etag:%22e2ef7-1a9-4d6d2f822a151%22	http://cse.csusb.edu/dick/cs375/testLoadedDie.cpp	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/testLoadedDie.cpp	(from http://cse.csusb.edu/dick/cs375/)
08:51:45	728/728	---M--	200	added ('OK')	text/plain	etag:%22e31ec-2d8-4d6a8a32d5a39%22	http://cse.csusb.edu/dick/cs375/DiceGame2.cpp	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/DiceGame2.cpp	(from http://cse.csusb.edu/dick/cs375/)
08:51:45	615/615	---M--	200	added ('OK')	text/plain	etag:%22e31e8-267-4d6d2f8243d8a%22	http://cse.csusb.edu/dick/cs375/testDiceGame2.cpp	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/testDiceGame2.cpp	(from http://cse.csusb.edu/dick/cs375/)
08:51:46	9247/9247	---M--	200	added ('OK')	text/html	etag:%22e2f91-241f-4d6d2f820af79%22	http://cse.csusb.edu/dick/cs375/15x.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/15x.html	(from http://cse.csusb.edu/dick/cs375/)
08:51:46	4090/4090	---M--	200	added ('OK')	image/gif	etag:%22e3020-ffa-46918a1f28600%22	http://cse.csusb.edu/dick/cs375/Q15sample.gif	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/Q15sample.gif	(from http://cse.csusb.edu/dick/cs375/)
08:51:47	43490/43490	---M--	200	added ('OK')	text/html	etag:%22e32a5-a9e2-4b64242397080%22	http://cse.csusb.edu/dick/cs375/15q.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/15q.html	(from http://cse.csusb.edu/dick/cs375/)
08:51:47	7780/7780	---M--	200	added ('OK')	text/html	etag:%22e2f59-1e64-4b64242397080%22	http://cse.csusb.edu/dick/cs375/15r.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/15r.html	(from http://cse.csusb.edu/dick/cs375/)
08:51:47	7966/7966	---M--	200	added ('OK')	text/html	etag:%22e2ffb-1f1e-4b64242397080%22	http://cse.csusb.edu/dick/cs375/15answer.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/15answer.html	(from http://cse.csusb.edu/dick/cs375/)
08:51:48	113/113	---M--	200	added ('OK')	text/plain	etag:%22e30f8-71-46918a1f28600%22	http://cse.csusb.edu/dick/cs375/Sale.cpp	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/Sale.cpp	(from http://cse.csusb.edu/dick/cs375/)
08:51:48	4450/4450	---M--	200	added ('OK')	text/plain	etag:%22e3283-1162-4b64242397080%22	http://cse.csusb.edu/dick/cs375/16.txt	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/16.txt	(from http://cse.csusb.edu/dick/cs375/)
08:51:48	145/145	---M--	200	added ('OK')	text/plain	etag:%22e2ef4-91-46918a201c840%22	http://cse.csusb.edu/dick/cs375/TaxLineItems.cpp	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/TaxLineItems.cpp	(from http://cse.csusb.edu/dick/cs375/)
08:51:48	482/482	---M--	200	added ('OK')	text/plain	etag:%22e311f-1e2-4811579680880%22	http://cse.csusb.edu/dick/cs375/test.poly.cpp	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/test.poly.cpp	(from http://cse.csusb.edu/dick/cs375/)
08:51:49	7856/7856	---M--	200	added ('OK')	text/html	etag:%22e306e-1eb0-4ba214f105480%22	http://cse.csusb.edu/dick/cs375/16x.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/16x.html	(from http://cse.csusb.edu/dick/cs375/)
08:51:50	55405/55405	---M--	200	added ('OK')	text/html	etag:%22e3279-d86d-4b64242397080%22	http://cse.csusb.edu/dick/cs375/16q.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/16q.html	(from http://cse.csusb.edu/dick/cs375/)
08:51:51	7608/7608	---M--	200	added ('OK')	text/html	etag:%22e31bc-1db8-4b64242397080%22	http://cse.csusb.edu/dick/cs375/16r.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/16r.html	(from http://cse.csusb.edu/dick/cs375/)
08:51:51	2618/2618	---M--	200	added ('OK')	text/plain	etag:%22e3269-a3a-4b6424248b2c0%22	http://cse.csusb.edu/dick/cs375/w5.txt	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/w5.txt	(from http://cse.csusb.edu/dick/cs375/)
08:51:51	3599/3599	---M--	200	added ('OK')	text/plain	etag:%22e2ff2-e0f-4d08739385c80%22	http://cse.csusb.edu/dick/cs375/13.txt	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/13.txt	(from http://cse.csusb.edu/dick/cs375/)
08:51:51	9069/9069	---M--	200	added ('OK')	text/html	etag:%22e31f4-236d-4d61c6a9dd6c0%22	http://cse.csusb.edu/dick/cs375/13x.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/13x.html	(from http://cse.csusb.edu/dick/cs375/)
08:51:52	2902/2902	---M--	200	added ('OK')	text/plain	etag:%22e3319-b56-4d61d9077ab40%22	http://cse.csusb.edu/dick/cs375/logins.cpp	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/logins.cpp	(from http://cse.csusb.edu/dick/cs375/)
08:51:52	20911/20911	---M--	200	added ('OK')	text/html	etag:%22e32a2-51af-4b993e51c2280%22	http://cse.csusb.edu/dick/cs375/12.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/12.html	(from http://cse.csusb.edu/dick/cs375/)
08:51:53	39548/39548	---M--	200	added ('OK')	text/html	etag:%22e31e1-9a7c-4b64242397080%22	http://cse.csusb.edu/dick/cs375/13q.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/13q.html	(from http://cse.csusb.edu/dick/cs375/)
08:51:54	8689/8689	---M--	200	added ('OK')	text/html	etag:%22e3054-21f1-4b64242397080%22	http://cse.csusb.edu/dick/cs375/13r.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/13r.html	(from http://cse.csusb.edu/dick/cs375/)
08:51:54	375/375	---M--	200	added ('OK')	text/plain	etag:%22e3060-177-46918a201c840%22	http://cse.csusb.edu/dick/cs375/tprime.cpp	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/tprime.cpp	(from http://cse.csusb.edu/dick/cs375/)
08:51:55	7498/7498	---M--	200	added ('OK')	text/plain	etag:%22e302b-1d4a-4b64242397080%22	http://cse.csusb.edu/dick/cs375/14.txt	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/14.txt	(from http://cse.csusb.edu/dick/cs375/)
08:51:55	290/290	---M--	200	added ('OK')	text/plain	etag:%22e2fab-122-46918a201c840%22	http://cse.csusb.edu/dick/cs375/tp1.cpp	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/tp1.cpp	(from http://cse.csusb.edu/dick/cs375/)
08:51:55	337/337	---M--	200	added ('OK')	text/plain	etag:%22e3155-151-46918a201c840%22	http://cse.csusb.edu/dick/cs375/tp2.cpp	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/tp2.cpp	(from http://cse.csusb.edu/dick/cs375/)
08:51:55	302/302	---M--	200	added ('OK')	text/plain	etag:%22e3037-12e-48083812b1cc0%22	http://cse.csusb.edu/dick/cs375/Account.cpp	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/Account.cpp	(from http://cse.csusb.edu/dick/cs375/)
08:51:56	676/676	---M--	200	added ('OK')	text/plain	etag:%22e322f-2a4-48083812b1cc0%22	http://cse.csusb.edu/dick/cs375/test.Account.cpp	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/test.Account.cpp	(from http://cse.csusb.edu/dick/cs375/)
08:51:56	300/300	---M--	403	error ('Forbidden')	text/html	date:Mon,%2011%20Mar%202013%2015:47:33%20GMT	http://cse.csusb.edu/dick/cs375/14x.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/14x.50.delayed	(from http://cse.csusb.edu/dick/cs375/)
08:51:57	41444/41444	---M--	200	added ('OK')	text/html	etag:%22e32a3-a1e4-4b64242397080%22	http://cse.csusb.edu/dick/cs375/14q.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/14q.html	(from http://cse.csusb.edu/dick/cs375/)
08:51:58	7857/7857	---M--	200	added ('OK')	text/html	etag:%22e3094-1eb1-4b64242397080%22	http://cse.csusb.edu/dick/cs375/14r.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/14r.html	(from http://cse.csusb.edu/dick/cs375/)
08:51:59	4451/4451	---M--	200	added ('OK')	text/plain	etag:%22e3187-1163-4d4eb3a0a4fc0%22	http://cse.csusb.edu/dick/cs375/09.txt	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/09.txt	(from http://cse.csusb.edu/dick/cs375/)
08:51:59	45744/45744	---M--	200	added ('OK')	image/png	etag:%22e30b2-b2b0-4743547f26800%22	http://cse.csusb.edu/dick/cs375/Account.png	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/Account.png	(from http://cse.csusb.edu/dick/cs375/)
08:51:59	8957/8957	---M--	200	added ('OK')	image/png	etag:%22e2fb3-22fd-46918a187b640%22	http://cse.csusb.edu/dick/cs375/09Packages.png	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/09Packages.png	(from http://cse.csusb.edu/dick/cs375/)
08:52:00	10835/10835	---M--	200	added ('OK')	text/html	etag:%22e31de-2a53-4b87c3a468c00%22	http://cse.csusb.edu/dick/cs375/09x.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/09x.html	(from http://cse.csusb.edu/dick/cs375/)
08:52:00	9019/9019	---M--	200	added ('OK')	text/html	etag:%22e2edc-233b-4b6424248b2c0%22	http://cse.csusb.edu/dick/cs375/w4.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/w4.html	(from http://cse.csusb.edu/dick/cs375/)
08:52:00	7438/7438	---M--	200	added ('OK')	image/gif	etag:%22e3131-1d0e-49bdfcb336d00%22	http://cse.csusb.edu/dick/cs375/09typical.gif	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/09typical.gif	(from http://cse.csusb.edu/dick/cs375/)
08:52:00	4157/4157	---M--	200	added ('OK')	image/gif	etag:%22e3111-103d-4743547b55f00%22	http://cse.csusb.edu/dick/cs375/packages.gif	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/packages.gif	(from http://cse.csusb.edu/dick/cs375/)
08:52:01	54565/54565	---M--	200	added ('OK')	text/html	etag:%22e3215-d525-4b64242397080%22	http://cse.csusb.edu/dick/cs375/09q.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/09q.html	(from http://cse.csusb.edu/dick/cs375/)
08:52:01	8172/8172	---M--	200	added ('OK')	text/html	etag:%22e32d3-1fec-4b64242397080%22	http://cse.csusb.edu/dick/cs375/09r.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/09r.html	(from http://cse.csusb.edu/dick/cs375/)
08:52:01	1311/1311	---M--	200	added ('OK')	text/plain	etag:%22e2f04-51f-4b6424248b2c0%22	http://cse.csusb.edu/dick/cs375/w1.txt	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/w1.txt	(from http://cse.csusb.edu/dick/cs375/)
08:52:01	6740/6740	---M--	200	added ('OK')	text/plain	etag:%22e3050-1a54-4b642422a2e40%22	http://cse.csusb.edu/dick/cs375/05.txt	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/05.txt	(from http://cse.csusb.edu/dick/cs375/)
08:52:01	1376/1376	---M--	200	added ('OK')	image/png	etag:%22e323a-560-49aeb9645ee00%22	http://cse.csusb.edu/dick/cs375/05uc.png	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/05uc.png	(from http://cse.csusb.edu/dick/cs375/)
08:52:02	4093/4093	---M--	200	added ('OK')	image/png	etag:%22e3300-ffd-49aeb9645ee00%22	http://cse.csusb.edu/dick/cs375/05actors.png	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/05actors.png	(from http://cse.csusb.edu/dick/cs375/)
08:52:02	5187/5187	---M--	200	added ('OK')	image/png	etag:%22e305b-1443-49aeb9645ee00%22	http://cse.csusb.edu/dick/cs375/05lines.png	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/05lines.png	(from http://cse.csusb.edu/dick/cs375/)
